Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_Type,Division,District,Purchase_Frequency_Monthly,Customer_Lifetime_Value_BDT
CUST-BD-00937,Nasreen Nath,22,Female,VIP-Platinum,Regular,Dhaka,Dhaka,10,1662758.69
CUST-BD-03481,Rafi Ghosh,31,Male,Low-Engagement,Loyal,Sylhet,Habiganj,23,4315.83
CUST-BD-04500,Hussain Biswas,20,Male,Moderate-Spender,Loyal,Chittagong,Chittagong,20,73121.98
CUST-BD-01012,Anwar Biswas,37,Male,Low-Engagement,Loyal,Sylhet,Habiganj,6,3358.88
CUST-BD-02133,Zubayer Chowdhury,43,Male,High-Value,Loyal,Khulna,Jessore,6,184421.02
CUST-BD-02258,Sabbir Begum,29,Male,Moderate-Spender,Regular,Dhaka,Narayanganj,4,50742.82
CUST-BD-01443,Kaniz Ahmed,37,Female,Low-Engagement,Loyal,Mymensingh,Mymensingh,21,7579.45
CUST-BD-03069,Mahabub Saha,37,Male,Moderate-Spender,Regular,Rajshahi,Rajshahi,23,34415.91
CUST-BD-00295,Tanvir Roy,39,Male,Moderate-Spender,Churned-Risk,Barisal,Pirojpur,11,66285.35
CUST-BD-04254,Shamima Majumder,21,Female,Moderate-Spender,Regular,Rajshahi,Sirajganj,18,42384.59
CUST-BD-02558,Toma Das,35,Female,Moderate-Spender,Churned-Risk,Sylhet,Sylhet,9,33539.49
CUST-BD-00477,Rakib Ghosh,41,Male,VIP-Platinum,Loyal,Chittagong,Feni,9,273141.62
CUST-BD-02907,Rahim Saha,30,Male,Moderate-Spender,Regular,Sylhet,Sylhet,18,76170.2
CUST-BD-03040,Nasreen Islam,32,Female,Moderate-Spender,New,Sylhet,Moulvibazar,24,11894.66
CUST-BD-00180,Naim Hossain,67,Male,Low-Engagement,New,Rajshahi,Sirajganj,14,17807.97
CUST-BD-00951,Fatema Das,32,Female,High-Value,Loyal,Khulna,Chuadanga,21,447395.87
CUST-BD-03834,Arif Biswas,18,Male,Moderate-Spender,Loyal,Sylhet,Sylhet,20,23013.18
CUST-BD-03855,Anwar Banik,30,Male,High-Value,New,Rangpur,Kurigram,17,444627.92
CUST-BD-01237,Rahela Mondal,55,Female,High-Value,Reactivated,Dhaka,Narsingdi,21,463115.52
CUST-BD-01667,Tanvir Hawlader,23,Male,Low-Engagement,Loyal,Chittagong,Cox's Bazar,8,4553.91
CUST-BD-03840,Hussain Khan,31,Male,High-Value,Regular,Rajshahi,Bogura,18,496809.23
CUST-BD-03492,Nusrat Biswas,32,Female,High-Value,Loyal,Barisal,Bhola,14,273279.94
CUST-BD-03218,Shamima Majumder,28,Female,High-Value,Reactivated,Dhaka,Narayanganj,12,361907.26
CUST-BD-02330,Mithila Roy,45,Female,Low-Engagement,New,Barisal,Barisal,14,4068.73
CUST-BD-02576,Mitu Bhuiyan,21,Female,Moderate-Spender,Regular,Chittagong,Noakhali,8,23857.58
CUST-BD-04161,Jannatul Hawlader,35,Female,VIP-Platinum,Loyal,Chittagong,Comilla,11,1828623.48
CUST-BD-01279,Shafiq Khan,37,Male,Low-Engagement,Loyal,Khulna,Jessore,20,12026.13
CUST-BD-00147,Riya Mia,20,Female,Moderate-Spender,New,Barisal,Barisal,14,63382.39
CUST-BD-00235,Toma Chowdhury,60,Female,High-Value,Reactivated,Chittagong,Comilla,24,465804.33
CUST-BD-00543,Muntasir Islam,41,Male,Low-Engagement,Loyal,Mymensingh,Mymensingh,16,15520.64
CUST-BD-01271,Nasreen Dey,48,Female,High-Value,Regular,Mymensingh,Mymensingh,4,147796.39
CUST-BD-04532,Rupa Ahmed,46,Female,Moderate-Spender,Loyal,Dhaka,Dhaka,20,44150.03
CUST-BD-00994,Zubayer Hossain,26,Male,Moderate-Spender,Loyal,Rangpur,Lalmonirhat,19,30974.6
CUST-BD-04671,Mahabub Dey,42,Male,High-Value,Regular,Barisal,Patuakhali,3,166214.59
CUST-BD-03509,Sumaiya Das,41,Female,Moderate-Spender,Churned-Risk,Barisal,Pirojpur,10,72525.08
CUST-BD-00017,Mithila Ghosh,22,Female,Low-Engagement,Regular,Rajshahi,Bogura,17,8104.36
CUST-BD-02277,Nasreen Nath,43,Female,High-Value,Loyal,Dhaka,Narsingdi,10,199418.19
CUST-BD-00818,Sazzad Talukder,45,Male,Low-Engagement,Regular,Mymensingh,Netrokona,14,4165.92
CUST-BD-03544,Rifat Biswas,22,Male,Low-Engagement,Regular,Khulna,Khulna,10,4530.62
CUST-BD-01733,Farhan Ahmed,34,Male,High-Value,New,Sylhet,Sylhet,14,80159.83
CUST-BD-03522,Siam Majumder,18,Male,Moderate-Spender,Regular,Rajshahi,Pabna,13,16984.33
CUST-BD-04665,Shahid Sheikh,43,Male,Low-Engagement,Regular,Dhaka,Gazipur,16,16396.8
CUST-BD-00498,Bristy Sheikh,32,Female,Moderate-Spender,Churned-Risk,Barisal,Pirojpur,10,41545.22
CUST-BD-02065,Rahim Majumder,38,Male,High-Value,Loyal,Sylhet,Sylhet,18,90545.21
CUST-BD-03626,Mithila Akter,23,Female,Low-Engagement,New,Chittagong,Comilla,4,13526.65
CUST-BD-01111,Anika Mondal,32,Female,Low-Engagement,Loyal,Dhaka,Gazipur,10,1111.93
CUST-BD-01853,Jahangir Hawlader,20,Male,Moderate-Spender,Regular,Dhaka,Narsingdi,3,66306.27
CUST-BD-04492,Nasreen Begum,23,Female,High-Value,New,Rangpur,Gaibandha,22,498470.01
CUST-BD-00811,Popy Akter,32,Female,Moderate-Spender,New,Mymensingh,Sherpur,17,43313.77
CUST-BD-02400,Muntasir Begum,35,Male,Low-Engagement,Loyal,Rajshahi,Bogura,17,4368.9
CUST-BD-00865,Rahim Sarkar,27,Male,Moderate-Spender,New,Mymensingh,Mymensingh,22,72115.74
CUST-BD-03716,Anika Sheikh,33,Female,Moderate-Spender,Regular,Rajshahi,Rajshahi,6,24922.59
CUST-BD-00251,Shahid Dey,19,Male,High-Value,Loyal,Mymensingh,Mymensingh,16,356132.86
CUST-BD-02327,Anwar Biswas,21,Male,Moderate-Spender,Loyal,Mymensingh,Jamalpur,9,12634.45
CUST-BD-00642,Hasan Khan,55,Male,Moderate-Spender,Regular,Mymensingh,Netrokona,7,53851.7
CUST-BD-00449,Toma Majumder,28,Female,Moderate-Spender,Regular,Rangpur,Kurigram,6,65992.94
CUST-BD-03191,Sabrina Nath,30,Female,Low-Engagement,Loyal,Mymensingh,Netrokona,24,13865.76
CUST-BD-04785,Nusrat Mondal,68,Female,High-Value,Regular,Rangpur,Lalmonirhat,10,394510.38
CUST-BD-03858,Liton Saha,42,Male,Low-Engagement,New,Barisal,Patuakhali,13,6897.97
CUST-BD-04829,Nasreen Hawlader,46,Female,High-Value,Regular,Barisal,Patuakhali,24,312824.16
CUST-BD-00007,Toma Bhuiyan,53,Female,VIP-Platinum,Loyal,Chittagong,Feni,12,700352.49
CUST-BD-04693,Mithila Biswas,46,Female,Low-Engagement,New,Barisal,Barisal,3,13599.35
CUST-BD-03536,Belal Rahman,54,Male,VIP-Platinum,Regular,Chittagong,Comilla,17,367825.47
CUST-BD-02647,Muntasir Majumder,30,Male,Moderate-Spender,Regular,Khulna,Satkhira,4,59028.84
CUST-BD-00168,Mahabub Nath,57,Male,Moderate-Spender,Churned-Risk,Rangpur,Kurigram,2,64212.54
CUST-BD-04391,Karim Talukder,41,Male,Moderate-Spender,Regular,Rangpur,Kurigram,4,37843.03
CUST-BD-03930,Shayla Ahmed,37,Female,Low-Engagement,Regular,Sylhet,Habiganj,4,1857.52
CUST-BD-01935,Milon Majumder,66,Male,Low-Engagement,Regular,Barisal,Barisal,5,8499.68
CUST-BD-02109,Riya Talukder,31,Female,Moderate-Spender,Reactivated,Mymensingh,Mymensingh,8,28699.41
CUST-BD-00444,Mou Saha,33,Female,Moderate-Spender,New,Chittagong,Chittagong,5,68466.25
CUST-BD-01734,Rupa Sarkar,31,Female,Low-Engagement,New,Khulna,Satkhira,14,8367.2
CUST-BD-02581,Jannatul Ahmed,39,Female,High-Value,Loyal,Barisal,Barisal,8,246618.8
CUST-BD-03750,Liton Sheikh,18,Male,Moderate-Spender,Loyal,Sylhet,Habiganj,12,19168.7
CUST-BD-02587,Jamal Biswas,19,Male,Moderate-Spender,Regular,Sylhet,Sylhet,16,35781.07
CUST-BD-01958,Imran Hawlader,70,Male,Moderate-Spender,Loyal,Rangpur,Lalmonirhat,22,50090.07
CUST-BD-03086,Shayla Saha,38,Female,High-Value,New,Barisal,Bhola,4,143812.17
CUST-BD-01985,Popy Biswas,46,Female,Moderate-Spender,Loyal,Sylhet,Habiganj,10,13344.99
CUST-BD-04536,Fatema Majumder,27,Female,Moderate-Spender,Loyal,Sylhet,Habiganj,10,66027.14
CUST-BD-02985,Muntasir Banik,18,Male,High-Value,Regular,Barisal,Pirojpur,23,491602.46
CUST-BD-02972,Fatema Banik,34,Female,Low-Engagement,Regular,Mymensingh,Mymensingh,14,17662.03
CUST-BD-01207,Sabbir Dey,26,Male,Moderate-Spender,Regular,Mymensingh,Mymensingh,2,54346.76
CUST-BD-01108,Nusrat Mondal,22,Female,VIP-Platinum,Regular,Rangpur,Dinajpur,22,871910.66
CUST-BD-01447,Popy Sheikh,28,Female,High-Value,New,Rangpur,Lalmonirhat,3,391824.85
CUST-BD-01761,Jannatul Saha,54,Female,Low-Engagement,Loyal,Sylhet,Sunamganj,11,7404.43
CUST-BD-00932,Rakib Biswas,57,Male,Moderate-Spender,New,Sylhet,Sunamganj,4,72510.77
CUST-BD-04625,Jahangir Islam,39,Male,High-Value,Loyal,Rangpur,Rangpur,6,382897.88
CUST-BD-02230,Shafiq Mia,47,Male,Low-Engagement,Regular,Khulna,Satkhira,1,12040.01
CUST-BD-00502,Toma Hossain,57,Female,Low-Engagement,Loyal,Chittagong,Chittagong,19,17142.16
CUST-BD-00513,Kamrul Das,32,Male,Moderate-Spender,Regular,Rajshahi,Natore,1,21287.24
CUST-BD-03080,Imran Saha,32,Male,Moderate-Spender,Churned-Risk,Sylhet,Sylhet,19,29858.16
CUST-BD-04203,Karim Khan,23,Male,Moderate-Spender,Loyal,Dhaka,Narsingdi,17,16107.07
CUST-BD-01025,Rafi Sarkar,55,Male,Low-Engagement,Loyal,Chittagong,Chittagong,7,3613.55
CUST-BD-00088,Karim Khan,38,Male,Low-Engagement,Regular,Chittagong,Noakhali,5,12959.47
CUST-BD-01513,Naim Sarkar,26,Male,High-Value,Loyal,Khulna,Chuadanga,4,216251.97
CUST-BD-03433,Kamrul Ghosh,41,Male,High-Value,Regular,Khulna,Satkhira,11,288978.13
CUST-BD-02487,Fatema Banik,30,Female,High-Value,Regular,Mymensingh,Netrokona,14,449719.69
CUST-BD-02588,Meghla Mia,32,Female,Low-Engagement,Loyal,Rangpur,Gaibandha,8,8681.32
CUST-BD-01804,Sohel Banik,18,Male,High-Value,New,Khulna,Khulna,17,61107.58
CUST-BD-04019,Siam Nath,28,Male,High-Value,Regular,Rajshahi,Rajshahi,22,454519.81
CUST-BD-02444,Jahangir Roy,43,Male,Moderate-Spender,New,Mymensingh,Netrokona,4,17849.45
CUST-BD-02757,Mitu Sikder,37,Female,Moderate-Spender,Regular,Rajshahi,Bogura,14,60566.24
CUST-BD-01796,Sabrina Das,25,Female,Low-Engagement,Regular,Barisal,Pirojpur,6,15280.99
CUST-BD-00947,Tasnim Talukder,18,Female,High-Value,Loyal,Khulna,Jessore,2,155416.07
CUST-BD-03320,Anika Khan,62,Female,Moderate-Spender,Regular,Dhaka,Gazipur,18,26335.09
CUST-BD-02105,Rahela Das,20,Female,VIP-Platinum,Regular,Dhaka,Dhaka,16,667101.22
CUST-BD-03128,Mithila Sikder,50,Female,VIP-Platinum,New,Sylhet,Habiganj,1,921607.46
CUST-BD-04764,Nusrat Dey,39,Female,Low-Engagement,Regular,Dhaka,Gazipur,15,3184.37
CUST-BD-04589,Farhan Mondal,29,Male,Low-Engagement,Churned-Risk,Dhaka,Narayanganj,15,11082.66
CUST-BD-00995,Sohel Biswas,22,Male,Low-Engagement,New,Barisal,Pirojpur,3,19623.27
CUST-BD-04257,Bristy Bhuiyan,24,Female,High-Value,Loyal,Dhaka,Narsingdi,8,425237.73
CUST-BD-04724,Riya Nath,31,Female,Moderate-Spender,Loyal,Chittagong,Cox's Bazar,12,11588.97
CUST-BD-01069,Popy Majumder,29,Female,Low-Engagement,New,Khulna,Jessore,23,15194.14
CUST-BD-01451,Kaniz Islam,38,Female,High-Value,Regular,Dhaka,Narsingdi,18,100257.48
CUST-BD-00883,Rifat Majumder,29,Male,Low-Engagement,Regular,Sylhet,Moulvibazar,18,9279.98
CUST-BD-01762,Milon Mondal,43,Male,Moderate-Spender,Regular,Khulna,Satkhira,11,51610.37
CUST-BD-01622,Muntasir Mondal,18,Male,High-Value,New,Sylhet,Sunamganj,6,79925.14
CUST-BD-02268,Naim Bhuiyan,38,Male,Low-Engagement,Churned-Risk,Sylhet,Moulvibazar,23,14762.74
CUST-BD-04892,Noman Khan,20,Male,Low-Engagement,Churned-Risk,Chittagong,Cox's Bazar,3,7409.67
CUST-BD-04848,Nasreen Sarkar,28,Female,Moderate-Spender,Loyal,Dhaka,Dhaka,11,12900.19
CUST-BD-04830,Riya Majumder,22,Female,High-Value,Loyal,Barisal,Barisal,18,372505.01
CUST-BD-00708,Bristy Rahman,56,Female,Moderate-Spender,Loyal,Khulna,Jessore,2,12382.92
CUST-BD-02264,Shafiq Hossain,22,Male,Low-Engagement,Loyal,Rajshahi,Bogura,10,11783.5
CUST-BD-00143,Tania Talukder,18,Female,Moderate-Spender,Loyal,Barisal,Pirojpur,5,31876.65
CUST-BD-03175,Shafiq Das,22,Male,Moderate-Spender,Loyal,Khulna,Satkhira,20,28167.92
CUST-BD-04702,Belal Begum,18,Male,Moderate-Spender,Regular,Khulna,Satkhira,11,16482.69
CUST-BD-02266,Kaniz Mondal,49,Female,VIP-Platinum,Regular,Rangpur,Dinajpur,21,1855343.28
CUST-BD-00781,Nasreen Ahmed,37,Female,Moderate-Spender,Regular,Khulna,Bagerhat,12,78198.11
CUST-BD-03275,Jannatul Mia,24,Female,High-Value,Loyal,Chittagong,Comilla,23,373248.08
CUST-BD-02827,Mithila Chowdhury,49,Female,Low-Engagement,Regular,Mymensingh,Netrokona,16,2897.65
CUST-BD-00629,Milon Nath,35,Male,Low-Engagement,Loyal,Khulna,Chuadanga,8,11773.82
CUST-BD-04204,Toma Begum,23,Female,VIP-Platinum,New,Mymensingh,Sherpur,6,1354753.07
CUST-BD-01851,Belal Ghosh,27,Male,High-Value,Regular,Chittagong,Noakhali,15,394699.91
CUST-BD-03992,Munni Begum,29,Female,Moderate-Spender,Churned-Risk,Mymensingh,Mymensingh,7,36221.82
CUST-BD-03737,Nadia Chowdhury,29,Female,Low-Engagement,Reactivated,Barisal,Pirojpur,17,12565.72
CUST-BD-00495,Mahabub Majumder,53,Male,High-Value,Loyal,Khulna,Jessore,19,101580.14
CUST-BD-00227,Rifat Majumder,35,Male,VIP-Platinum,Loyal,Dhaka,Narsingdi,19,1054262.39
CUST-BD-03365,Meghla Dey,26,Female,Moderate-Spender,Regular,Mymensingh,Mymensingh,15,27613.59
CUST-BD-01425,Sabrina Ghosh,22,Female,Moderate-Spender,Loyal,Khulna,Jessore,24,33952.68
CUST-BD-01631,Mamun Ahmed,40,Male,Moderate-Spender,New,Barisal,Bhola,22,12690.1
CUST-BD-03336,Tania Hawlader,18,Female,Low-Engagement,New,Khulna,Jessore,18,3398.8
CUST-BD-00952,Sabbir Roy,39,Male,Low-Engagement,Regular,Rangpur,Gaibandha,16,3312.64
CUST-BD-02572,Arif Molla,18,Male,High-Value,Reactivated,Barisal,Patuakhali,4,201963.71
CUST-BD-00771,Imran Begum,43,Male,High-Value,Regular,Mymensingh,Mymensingh,16,489127.78
CUST-BD-01063,Tanvir Mia,48,Male,Low-Engagement,Loyal,Mymensingh,Mymensingh,19,16115.27
CUST-BD-04808,Tasnim Sikder,42,Female,Moderate-Spender,Loyal,Chittagong,Feni,8,62596.31
CUST-BD-00076,Munni Hawlader,44,Female,Low-Engagement,Regular,Khulna,Chuadanga,16,16355.79
CUST-BD-02069,Farhan Ahmed,52,Male,Low-Engagement,Loyal,Dhaka,Dhaka,5,5348.4
CUST-BD-00114,Noman Ahmed,64,Male,Moderate-Spender,Regular,Khulna,Jessore,21,62273.65
CUST-BD-02516,Muntasir Biswas,38,Male,Moderate-Spender,Churned-Risk,Chittagong,Cox's Bazar,23,66379.62
CUST-BD-04842,Mithila Mondal,35,Female,Moderate-Spender,Loyal,Barisal,Barisal,23,30556.49
CUST-BD-02818,Kamrul Banik,39,Male,Low-Engagement,Reactivated,Khulna,Bagerhat,6,6703.25
CUST-BD-01840,Meghla Rahman,32,Female,High-Value,Regular,Rangpur,Lalmonirhat,16,332169.23
CUST-BD-01386,Zubayer Ahmed,38,Male,Moderate-Spender,New,Rajshahi,Sirajganj,21,35887.51
CUST-BD-03977,Farhan Akter,41,Male,Moderate-Spender,Regular,Dhaka,Narayanganj,14,63317.28
CUST-BD-01376,Jannatul Mondal,32,Female,High-Value,Regular,Dhaka,Manikganj,12,90613.72
CUST-BD-00019,Kamrul Rahman,24,Male,High-Value,Churned-Risk,Chittagong,Chittagong,18,379358.42
CUST-BD-04809,Meghla Sarkar,52,Female,Moderate-Spender,Regular,Mymensingh,Netrokona,17,46678.09
CUST-BD-04450,Laboni Sarkar,52,Female,High-Value,Loyal,Khulna,Jessore,13,435332.06
CUST-BD-02426,Munni Chowdhury,41,Female,Moderate-Spender,New,Barisal,Pirojpur,19,30494.87
CUST-BD-02885,Tasnim Majumder,18,Female,Moderate-Spender,Churned-Risk,Khulna,Chuadanga,15,24237.7
CUST-BD-01278,Munni Hossain,39,Female,Moderate-Spender,Regular,Rangpur,Kurigram,14,42289.88
CUST-BD-02738,Rahim Roy,39,Male,Low-Engagement,New,Barisal,Patuakhali,20,12931.0
CUST-BD-02992,Sumaiya Sarkar,42,Female,High-Value,Regular,Rajshahi,Sirajganj,19,348746.97
CUST-BD-04293,Hasan Das,18,Male,Low-Engagement,Loyal,Rajshahi,Natore,23,18180.78
CUST-BD-01205,Mahabub Molla,35,Male,Moderate-Spender,New,Rangpur,Kurigram,22,29951.96
CUST-BD-04751,Nadia Das,48,Female,Moderate-Spender,New,Rangpur,Kurigram,24,51443.69
CUST-BD-01713,Shafiq Rahman,18,Male,High-Value,Regular,Rajshahi,Sirajganj,9,383830.92
CUST-BD-01113,Rafi Hossain,45,Male,High-Value,Regular,Sylhet,Sunamganj,5,105729.19
CUST-BD-04429,Sumaiya Akter,36,Female,Moderate-Spender,Churned-Risk,Rangpur,Dinajpur,9,54152.87
CUST-BD-02709,Anika Khan,30,Female,Low-Engagement,Regular,Dhaka,Munshiganj,17,17162.52
CUST-BD-02373,Kamrul Hossain,36,Male,Moderate-Spender,Regular,Khulna,Bagerhat,10,71404.64
CUST-BD-01687,Rahim Mondal,29,Male,Moderate-Spender,Loyal,Mymensingh,Jamalpur,12,25633.33
CUST-BD-00476,Mithila Sheikh,32,Female,Low-Engagement,Regular,Rajshahi,Bogura,3,6589.38
CUST-BD-02417,Toma Mondal,41,Female,High-Value,Regular,Khulna,Bagerhat,7,283544.4
CUST-BD-03473,Naim Molla,35,Male,Low-Engagement,Reactivated,Barisal,Pirojpur,16,14003.45
CUST-BD-01455,Lamiya Ahmed,41,Female,Moderate-Spender,New,Khulna,Khulna,7,68579.73
CUST-BD-02248,Sabrina Khan,19,Female,VIP-Platinum,Regular,Dhaka,Munshiganj,6,372754.07
CUST-BD-01861,Kamrul Biswas,33,Male,Low-Engagement,New,Khulna,Jessore,5,14222.23
CUST-BD-01657,Imran Biswas,37,Male,Low-Engagement,New,Rangpur,Dinajpur,2,18186.16
CUST-BD-04597,Anwar Das,31,Male,Moderate-Spender,Regular,Barisal,Pirojpur,16,39947.75
CUST-BD-03866,Nadia Ghosh,26,Female,High-Value,New,Chittagong,Chittagong,17,321443.67
CUST-BD-00440,Rupa Molla,34,Female,Moderate-Spender,New,Khulna,Bagerhat,22,59130.78
CUST-BD-00334,Rahim Hossain,26,Male,Moderate-Spender,New,Rajshahi,Natore,23,57598.79
CUST-BD-02703,Naim Hossain,59,Male,Moderate-Spender,Regular,Rangpur,Kurigram,13,45139.86
CUST-BD-03455,Nasreen Chowdhury,18,Female,High-Value,Regular,Sylhet,Sunamganj,19,428799.73
CUST-BD-02273,Tasnim Mondal,26,Female,Low-Engagement,Loyal,Rangpur,Lalmonirhat,15,13827.65
CUST-BD-02664,Shahid Paul,23,Male,Moderate-Spender,Regular,Sylhet,Sunamganj,23,29696.61
CUST-BD-01284,Rupa Ahmed,46,Female,Moderate-Spender,Loyal,Dhaka,Manikganj,3,53656.47
CUST-BD-03055,Riya Sikder,55,Female,High-Value,Regular,Mymensingh,Sherpur,23,247343.33
CUST-BD-02100,Mahabub Banik,44,Male,High-Value,Regular,Sylhet,Sylhet,9,333871.08
CUST-BD-02499,Nusrat Ghosh,44,Female,Low-Engagement,Loyal,Rajshahi,Bogura,20,8965.1
CUST-BD-03759,Lamiya Hossain,38,Female,High-Value,Loyal,Rajshahi,Bogura,3,196212.87
CUST-BD-04408,Rahela Islam,30,Female,High-Value,Regular,Sylhet,Sylhet,20,429694.74
CUST-BD-04756,Meghla Dey,38,Female,Moderate-Spender,Regular,Rangpur,Dinajpur,13,45362.71
CUST-BD-02642,Riya Akter,32,Female,High-Value,Loyal,Rajshahi,Rajshahi,22,52029.26
CUST-BD-03022,Noman Talukder,29,Male,Low-Engagement,Loyal,Chittagong,Cox's Bazar,20,3720.82
CUST-BD-01225,Rifat Sarkar,32,Male,Moderate-Spender,Regular,Chittagong,Comilla,15,59565.85
CUST-BD-01670,Kamrul Das,41,Male,High-Value,New,Barisal,Barisal,3,328930.42
CUST-BD-00432,Rifat Das,18,Male,Moderate-Spender,Loyal,Chittagong,Cox's Bazar,13,53013.58
CUST-BD-01878,Rupa Sheikh,32,Female,Moderate-Spender,Regular,Sylhet,Moulvibazar,22,37244.77
CUST-BD-02887,Rifat Dey,28,Male,Low-Engagement,Regular,Barisal,Barisal,13,11927.62
CUST-BD-00018,Kamrul Majumder,38,Male,Moderate-Spender,Regular,Chittagong,Comilla,10,71510.53
CUST-BD-02237,Mamun Dey,35,Male,Moderate-Spender,New,Barisal,Pirojpur,18,33385.81
CUST-BD-00457,Farhan Mondal,33,Male,High-Value,Regular,Mymensingh,Mymensingh,4,435465.15
CUST-BD-01437,Laboni Ahmed,32,Female,Low-Engagement,Churned-Risk,Rangpur,Kurigram,13,14418.26
CUST-BD-01258,Jannatul Nath,40,Female,Low-Engagement,Regular,Dhaka,Dhaka,16,4516.5
CUST-BD-00669,Rahim Saha,18,Male,High-Value,Regular,Barisal,Pirojpur,22,72826.78
CUST-BD-04880,Riya Sarkar,46,Female,Moderate-Spender,Regular,Khulna,Chuadanga,9,58019.68
CUST-BD-00631,Shamima Islam,18,Female,High-Value,Regular,Mymensingh,Jamalpur,14,123703.87
CUST-BD-00868,Meghla Banik,39,Female,VIP-Platinum,Reactivated,Sylhet,Moulvibazar,10,1753901.92
CUST-BD-01254,Sabrina Das,39,Female,High-Value,New,Khulna,Chuadanga,4,323351.66
CUST-BD-02966,Nadia Paul,31,Female,Moderate-Spender,Churned-Risk,Barisal,Pirojpur,19,37329.87
CUST-BD-02727,Farhan Molla,47,Male,Moderate-Spender,Loyal,Mymensingh,Sherpur,16,48918.45
CUST-BD-00837,Karim Molla,53,Male,Moderate-Spender,Churned-Risk,Dhaka,Munshiganj,22,56355.64
CUST-BD-03114,Popy Begum,20,Female,Low-Engagement,Loyal,Sylhet,Moulvibazar,14,4078.97
CUST-BD-02353,Rahim Khan,43,Male,High-Value,New,Sylhet,Moulvibazar,11,54193.67
CUST-BD-00846,Shafiq Akter,40,Male,Low-Engagement,Loyal,Khulna,Jessore,13,2603.58
CUST-BD-00221,Karim Dey,62,Male,Low-Engagement,Loyal,Rangpur,Gaibandha,18,1859.61
CUST-BD-00599,Milon Begum,29,Male,VIP-Platinum,Loyal,Sylhet,Habiganj,11,211823.89
CUST-BD-04476,Mitu Rahman,41,Female,Low-Engagement,Churned-Risk,Rangpur,Rangpur,6,18228.33
CUST-BD-02415,Tasnim Chowdhury,47,Female,High-Value,New,Mymensingh,Netrokona,18,358700.75
CUST-BD-00292,Mou Biswas,29,Female,Moderate-Spender,Loyal,Rajshahi,Natore,6,46477.32
CUST-BD-02326,Rahela Hossain,43,Female,Low-Engagement,Regular,Dhaka,Gazipur,14,17300.12
CUST-BD-04006,Jannatul Ghosh,42,Female,Moderate-Spender,Regular,Mymensingh,Mymensingh,22,54555.62
CUST-BD-02430,Mou Mondal,30,Female,High-Value,Loyal,Dhaka,Manikganj,14,267776.58
CUST-BD-03594,Fatema Majumder,18,Female,High-Value,New,Khulna,Jessore,1,142378.83
CUST-BD-00349,Fatema Mondal,26,Female,High-Value,New,Khulna,Khulna,14,397143.63
CUST-BD-04430,Muntasir Sheikh,29,Male,Moderate-Spender,Loyal,Dhaka,Gazipur,3,54430.4
CUST-BD-01404,Tasnim Mondal,43,Female,High-Value,Reactivated,Sylhet,Sunamganj,10,241432.58
CUST-BD-02612,Arif Nath,21,Male,VIP-Platinum,New,Sylhet,Sylhet,18,1602988.06
CUST-BD-04802,Popy Molla,34,Female,VIP-Platinum,Regular,Mymensingh,Jamalpur,14,481190.56
CUST-BD-03761,Lamiya Ghosh,38,Female,Moderate-Spender,Regular,Rangpur,Dinajpur,14,72474.56
CUST-BD-03646,Shayla Mia,21,Female,Moderate-Spender,New,Dhaka,Narayanganj,9,19775.79
CUST-BD-02079,Jahangir Sikder,33,Male,Low-Engagement,Loyal,Chittagong,Chittagong,14,4937.17
CUST-BD-00748,Sumaiya Hossain,25,Female,VIP-Platinum,New,Khulna,Jessore,16,1365752.36
CUST-BD-01975,Anika Das,34,Female,High-Value,Loyal,Chittagong,Chandpur,6,194626.75
CUST-BD-00800,Nasreen Majumder,35,Female,Moderate-Spender,Regular,Rangpur,Dinajpur,16,69974.16
CUST-BD-03070,Riya Banik,43,Female,VIP-Platinum,New,Rangpur,Rangpur,16,1420140.3
CUST-BD-03319,Shahid Hawlader,48,Male,Moderate-Spender,Reactivated,Khulna,Satkhira,4,15139.25
CUST-BD-02471,Farhan Begum,47,Male,High-Value,Regular,Sylhet,Habiganj,13,145479.84
CUST-BD-03804,Mithila Nath,36,Female,Low-Engagement,Regular,Barisal,Barisal,12,6792.74
CUST-BD-04581,Noman Islam,37,Male,Moderate-Spender,Loyal,Rangpur,Kurigram,21,37243.22
CUST-BD-01809,Sohel Das,18,Male,High-Value,New,Sylhet,Moulvibazar,5,238269.14
CUST-BD-00603,Rahela Sikder,45,Female,Low-Engagement,New,Chittagong,Noakhali,19,13202.84
CUST-BD-01521,Sabbir Rahman,49,Male,Moderate-Spender,Reactivated,Chittagong,Noakhali,19,21075.67
CUST-BD-01134,Zubayer Islam,40,Male,High-Value,Regular,Sylhet,Habiganj,23,70450.35
CUST-BD-00586,Farhan Hossain,37,Male,High-Value,New,Khulna,Satkhira,21,293722.68
CUST-BD-02485,Sabbir Ghosh,28,Male,Moderate-Spender,Regular,Dhaka,Narsingdi,9,22159.03
CUST-BD-00059,Anika Sheikh,38,Female,High-Value,Regular,Chittagong,Feni,17,110002.6
CUST-BD-03875,Zubayer Paul,26,Male,Moderate-Spender,Loyal,Khulna,Bagerhat,18,40977.98
CUST-BD-02131,Milon Das,40,Male,Moderate-Spender,Loyal,Rangpur,Dinajpur,23,39487.42
CUST-BD-00159,Laboni Akter,20,Female,Moderate-Spender,Regular,Khulna,Satkhira,3,25510.04
