Transaction_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_Type,Division,District,Transaction_Date,Year,Month,Month_Name,Quarter,Week_Number,Day_of_Week,Season,Business_Category,Business_Sub_Category,Business_Type,Employee_Count,Annual_Revenue_BDT,Product_Name,Quantity,Unit_Price_BDT,Gross_Amount_BDT,Discount_Percent,Discount_Amount_BDT,Net_Amount_BDT,Profit_Margin_Percent,Profit_Amount_BDT,Payment_Method,Order_Channel,Delivery_Days,Delivery_Status,Is_Returned,Return_Reason,Purchase_Frequency_Monthly,Days_Since_Last_Purchase,Customer_Lifetime_Value_BDT,Marketing_Channel,Campaign_Type,Stock_Level,Customer_Satisfaction_Score
TXN-BD-012813,CUST-BD-02220,Rahela Bhuiyan,32,Female,Moderate-Spender,Churned-Risk,Barisal,Barisal,2023-04-17,2023,4,April,Q2,16,Monday,Eid-ul-Fitr Season,Electronics,Computer Store,Startup,25,39768016.28,Earphone,1,138233.83,138233.83,2.59,3580.26,134653.57,14.76,19874.87,Visa Card,Mobile App,4,On-Time,No,,16,140,40664.32,Word of Mouth,Referral Bonus,Low,3.6
TXN-BD-012814,CUST-BD-02435,Mithila Ahmed,37,Female,Low-Engagement,Regular,Rajshahi,Natore,2023-06-13,2023,6,June,Q2,24,Tuesday,Rainy Season,Agriculture,Agro Processing,SME,30,30386181.77,Irrigation Pump,7,17071.91,119503.37,1.82,2174.96,117328.41,18.85,22116.41,bKash,Phone Order,1,Cancelled,No,,8,130,9304.39,Social Media,,Medium,2.6
TXN-BD-012815,CUST-BD-04691,Lamiya Islam,34,Female,Moderate-Spender,Reactivated,Khulna,Bagerhat,2023-01-27,2023,1,January,Q1,4,Friday,Winter Season,Fashion & Apparel,Accessories,Large Enterprise,1594,3483405395.16,Sandals,2,9506.21,19012.42,16.17,3074.31,15938.11,20.99,3345.41,Rocket,Facebook/Social Media,11,Delayed,No,,10,129,18827.75,Email,Ramadan Special,Medium,3.0
TXN-BD-012816,CUST-BD-00248,Siam Talukder,27,Male,Moderate-Spender,New,Sylhet,Sunamganj,2022-01-02,2022,1,January,Q1,52,Sunday,Winter Season,Retail,Departmental Store,SME,7,9145617.1,Flour (kg),3,3029.55,9088.65,24.72,2246.71,6841.94,10.82,740.3,Bank Transfer,Facebook/Social Media,8,On-Time,No,,14,312,62341.44,Email,Ramadan Special,Out-of-Stock,4.1
TXN-BD-012817,CUST-BD-00625,Shahid Paul,54,Male,Moderate-Spender,New,Rajshahi,Bogura,2024-12-21,2024,12,December,Q4,51,Saturday,Year-End & Winter Sale,Education,Vocational Training,Large Enterprise,4314,6577469198.43,Online Course,1,23427.57,23427.57,13.95,3268.15,20159.42,37.65,7590.02,MasterCard,In-Store,0,In-Store Pickup,No,,5,54,31629.89,Newspaper,Referral Bonus,Medium,2.9
TXN-BD-012818,CUST-BD-04823,Sabbir Sikder,24,Male,Moderate-Spender,Regular,Rajshahi,Natore,2024-05-12,2024,5,May,Q2,19,Sunday,Regular Season,Food & Beverage,Restaurant,SME,41,65418947.08,Fried Chicken,1,632.14,632.14,6.45,40.77,591.37,17.07,100.95,bKash,In-Store,0,In-Store Pickup,No,,8,74,54885.83,SMS Marketing,Flash Sale,Medium,2.8
TXN-BD-012819,CUST-BD-00068,Rupa Roy,47,Female,High-Value,Regular,Dhaka,Gazipur,2024-10-20,2024,10,October,Q4,42,Sunday,Regular Season,Banking & Finance,Insurance,SME,9,48404729.69,Insurance Premium,9,57192.31,514730.79,22.26,114579.07,400151.72,31.21,124887.35,Cash,Facebook/Social Media,14,On-Time,Yes,Wrong Item Delivered,11,357,220596.74,Word of Mouth,Loyalty Reward,High,2.6
TXN-BD-012820,CUST-BD-01253,Kaniz Das,18,Female,High-Value,Regular,Chittagong,Chittagong,2024-01-18,2024,1,January,Q1,3,Thursday,Winter Season,E-Commerce,B2C Platform,SME,17,21805681.4,Beauty Products,1,9427.34,9427.34,17.02,1604.53,7822.81,23.01,1800.03,Cash,Mobile App,12,On-Time,No,,7,334,341879.79,Social Media,,Low,3.8
TXN-BD-012821,CUST-BD-01905,Sadia Hawlader,33,Female,Moderate-Spender,Loyal,Dhaka,Narayanganj,2022-06-15,2022,6,June,Q2,24,Wednesday,Rainy Season,Electronics,Home Appliances,Startup,18,11163976.77,Charger,1,95126.7,95126.7,10.66,10140.51,84986.19,7.87,6688.41,bKash,In-Store,0,In-Store Pickup,No,,18,71,38407.13,Word of Mouth,Seasonal Discount,High,2.8
TXN-BD-012822,CUST-BD-03161,Siam Islam,27,Male,High-Value,Loyal,Rajshahi,Natore,2022-05-07,2022,5,May,Q2,18,Saturday,Regular Season,Telecom,Mobile Operator,Large Enterprise,3536,10625824595.76,Router,1,2335.56,2335.56,25.5,595.57,1739.99,28.51,496.07,Rocket,Facebook/Social Media,12,Delayed,No,,7,277,272465.26,Referral,Eid Festival Sale,Medium,3.8
TXN-BD-012823,CUST-BD-00073,Rupa Rahman,34,Female,Moderate-Spender,Churned-Risk,Rangpur,Kurigram,2021-11-28,2021,11,November,Q4,47,Sunday,Year-End & Winter Sale,Garments & RMG,Accessories Supplier,SME,20,46554372.95,Jeans (Export),1,3045.57,3045.57,7.17,218.37,2827.2,12.45,351.99,Visa Card,Online Website,9,On-Time,No,,19,91,75902.94,SMS Marketing,Referral Bonus,High,4.2
TXN-BD-012824,CUST-BD-04369,Milon Sarkar,26,Male,Moderate-Spender,Regular,Khulna,Bagerhat,2023-04-23,2023,4,April,Q2,16,Sunday,Eid-ul-Fitr Season,Electronics,Computer Store,SME,29,41950486.5,AC Unit,1,45855.03,45855.03,8.44,3870.16,41984.87,16.46,6910.71,Cash,Facebook/Social Media,13,On-Time,No,,9,126,55795.58,SMS Marketing,Flash Sale,Out-of-Stock,4.0
TXN-BD-012825,CUST-BD-02397,Mithila Chowdhury,23,Female,High-Value,New,Barisal,Barisal,2022-02-17,2022,2,February,Q1,7,Thursday,Winter Season,Transportation,Ride Sharing,SME,48,28461952.68,Ride Fare,3,2531.21,7593.63,14.86,1128.41,6465.22,24.35,1574.28,Nagad,In-Store,0,In-Store Pickup,No,,8,304,196986.86,Referral,,High,2.7
TXN-BD-012826,CUST-BD-00260,Sadia Roy,44,Female,Moderate-Spender,Loyal,Dhaka,Narayanganj,2024-02-19,2024,2,February,Q1,8,Monday,Winter Season,Real Estate,Property Management,SME,38,75694381.02,Land Plot,1,1350105.21,1350105.21,8.91,120294.37,1229810.84,38.02,467574.08,Cash,Mobile App,0,On-Time,No,,8,123,61837.88,Email,Ramadan Special,Medium,3.8
TXN-BD-012827,CUST-BD-03686,Sumaiya Hossain,24,Female,Moderate-Spender,New,Rajshahi,Natore,2022-05-03,2022,5,May,Q2,18,Tuesday,Regular Season,Telecom,Device Reseller,SME,15,30798200.32,Data Package,2,1389.25,2778.5,12.18,338.42,2440.08,33.07,806.93,Cash,Online Website,7,On-Time,No,,22,346,22293.76,SMS Marketing,Eid Festival Sale,High,4.8
TXN-BD-012828,CUST-BD-01249,Tania Das,37,Female,Moderate-Spender,Regular,Rajshahi,Sirajganj,2022-10-21,2022,10,October,Q4,42,Friday,Regular Season,IT Services,Software Company,MNC,7377,63992837843.32,Data Entry,1,196659.75,196659.75,23.07,45369.4,151290.35,52.45,79351.79,Nagad,Online Website,7,Returned,Yes,Wrong Item Delivered,6,188,23156.74,SMS Marketing,Seasonal Discount,High,2.3
TXN-BD-012829,CUST-BD-03049,Mitu Begum,40,Female,Moderate-Spender,Regular,Chittagong,Chandpur,2023-09-01,2023,9,September,Q3,35,Friday,Post-Eid Regular,Real Estate,Housing Developer,SME,11,43540822.31,Land Plot,1,4589955.58,4589955.58,24.81,1138767.98,3451187.6,33.98,1172713.55,Cash,In-Store,0,In-Store Pickup,No,,17,121,24950.38,Social Media,Loyalty Reward,Low,2.7
TXN-BD-012830,CUST-BD-03649,Meghla Talukder,44,Female,High-Value,Regular,Khulna,Satkhira,2022-02-13,2022,2,February,Q1,6,Sunday,Winter Season,IT Services,Web Development,MNC,6446,43876381790.44,Software License,4,59371.63,237486.52,7.9,18761.44,218725.08,39.24,85827.72,Visa Card,Online Website,1,On-Time,No,,19,23,471658.02,Word of Mouth,,Medium,3.9
TXN-BD-012831,CUST-BD-02946,Tania Chowdhury,21,Female,Low-Engagement,New,Chittagong,Cox's Bazar,2021-02-09,2021,2,February,Q1,6,Tuesday,Winter Season,Fashion & Apparel,Readymade Clothing,SME,24,20281813.12,Jeans,1,14588.55,14588.55,15.99,2332.71,12255.84,45.87,5621.75,Nagad,Online Website,8,Delayed,No,,7,253,5302.01,SMS Marketing,New Customer Offer,Medium,2.6
TXN-BD-012832,CUST-BD-03363,Meghla Paul,18,Female,Low-Engagement,New,Rangpur,Kurigram,2022-02-11,2022,2,February,Q1,6,Friday,Winter Season,Telecom,ISP,Startup,4,4202264.41,Voice Bundle,1,2731.93,2731.93,0.92,25.13,2706.8,45.41,1229.16,Rocket,Mobile App,10,Cancelled,No,,9,233,1841.91,Social Media,,High,3.6
TXN-BD-012833,CUST-BD-04692,Lamiya Nath,37,Female,Low-Engagement,Reactivated,Sylhet,Sylhet,2024-10-22,2024,10,October,Q4,43,Tuesday,Regular Season,Education,Coaching Center,SME,11,14579733.33,Online Course,1,36892.32,36892.32,18.74,6913.62,29978.7,52.59,15765.8,Visa Card,Online Website,12,On-Time,No,,1,106,13959.01,Social Media,Loyalty Reward,Low,4.4
TXN-BD-012834,CUST-BD-04944,Sabrina Mia,26,Female,Moderate-Spender,Regular,Chittagong,Noakhali,2022-10-29,2022,10,October,Q4,43,Saturday,Regular Season,Telecom,Mobile Operator,SME,41,102440915.6,Router,4,4330.01,17320.04,12.55,2173.67,15146.37,41.5,6285.74,Nagad,Online Website,12,Delayed,No,,1,39,66050.98,Social Media,Referral Bonus,Medium,2.1
TXN-BD-012835,CUST-BD-00630,Siam Saha,48,Male,Low-Engagement,Regular,Mymensingh,Jamalpur,2022-04-24,2022,4,April,Q2,16,Sunday,Eid-ul-Fitr Season,Fashion & Apparel,Footwear,Large Enterprise,771,1276846357.25,Panjabi,4,13103.31,52413.24,16.33,8559.08,43854.16,36.89,16177.8,Bank Transfer,Mobile App,3,On-Time,No,,23,228,10544.17,TV Advertisement,Seasonal Discount,High,4.2
TXN-BD-012836,CUST-BD-00438,Rifat Chowdhury,18,Male,Moderate-Spender,New,Barisal,Barisal,2022-10-07,2022,10,October,Q4,40,Friday,Regular Season,Food & Beverage,Fast Food,SME,17,19142672.24,Cake,6,464.44,2786.64,24.58,684.96,2101.68,19.14,402.26,Visa Card,Phone Order,13,Delayed,No,,18,263,36263.47,Social Media,Loyalty Reward,High,2.1
TXN-BD-012837,CUST-BD-01408,Muntasir Begum,53,Male,Low-Engagement,Loyal,Barisal,Pirojpur,2023-12-22,2023,12,December,Q4,51,Friday,Year-End & Winter Sale,E-Commerce,Social Commerce,SME,29,62591666.86,Books,1,24564.72,24564.72,9.76,2397.52,22167.2,15.68,3475.82,Cash,Phone Order,3,On-Time,No,,13,136,5061.82,Referral,Seasonal Discount,High,4.3
TXN-BD-012838,CUST-BD-03385,Nusrat Majumder,48,Female,Low-Engagement,Regular,Khulna,Khulna,2022-12-23,2022,12,December,Q4,51,Friday,Year-End & Winter Sale,Healthcare,Diagnostic Center,SME,7,7490389.53,Blood Test,1,7290.15,7290.15,5.85,426.47,6863.68,25.42,1744.75,Visa Card,Phone Order,6,On-Time,No,,23,264,3078.13,Social Media,,Low,3.6
TXN-BD-012839,CUST-BD-04663,Laboni Islam,28,Female,Moderate-Spender,Churned-Risk,Rajshahi,Natore,2021-09-21,2021,9,September,Q3,38,Tuesday,Post-Eid Regular,Electronics,Mobile Shop,Startup,12,14039400.4,Earphone,1,71564.54,71564.54,7.38,5281.46,66283.08,17.72,11745.36,Cash,In-Store,0,In-Store Pickup,No,,22,204,36946.22,SMS Marketing,,Out-of-Stock,2.5
TXN-BD-012840,CUST-BD-04632,Kaniz Hossain,28,Female,High-Value,Regular,Dhaka,Gazipur,2024-01-18,2024,1,January,Q1,3,Thursday,Winter Season,Healthcare,Clinic,Large Enterprise,4910,9786632268.28,Paracetamol,1,51081.79,51081.79,14.63,7473.27,43608.52,33.88,14774.57,Nagad,Mobile App,13,Delayed,No,,14,229,337412.29,Referral,Eid Festival Sale,Medium,3.4
TXN-BD-012841,CUST-BD-00019,Kamrul Rahman,24,Male,High-Value,Churned-Risk,Chittagong,Chittagong,2022-02-17,2022,2,February,Q1,7,Thursday,Winter Season,Agriculture,Fish Farm,Startup,8,4792118.73,Hybrid Rice Seeds,2,6981.92,13963.84,13.41,1872.55,12091.29,10.33,1249.03,bKash,In-Store,0,In-Store Pickup,Yes,Product Defective,18,284,379358.42,Referral,Flash Sale,Medium,1.2
TXN-BD-012842,CUST-BD-03456,Rifat Talukder,59,Male,Low-Engagement,Loyal,Sylhet,Sylhet,2023-04-06,2023,4,April,Q2,14,Thursday,Eid-ul-Fitr Season,Fashion & Apparel,Accessories,SME,22,25756052.89,Hijab,1,10422.23,10422.23,8.16,850.45,9571.78,26.93,2577.68,DBBL Nexus,Online Website,7,On-Time,No,,11,159,7529.75,SMS Marketing,Eid Festival Sale,Medium,4.4
TXN-BD-012843,CUST-BD-04200,Riya Chowdhury,41,Female,High-Value,Regular,Rangpur,Gaibandha,2024-03-06,2024,3,March,Q1,10,Wednesday,Pohela Boishakh Period,Banking & Finance,Investment Firm,Social Enterprise,71,218096783.67,Loan Disbursement,3,452880.4,1358641.2,18.69,253930.04,1104711.16,30.12,332739.0,bKash,WhatsApp Order,3,On-Time,No,,22,101,401661.32,TV Advertisement,,High,4.2
TXN-BD-012844,CUST-BD-00073,Rupa Rahman,34,Female,Moderate-Spender,Churned-Risk,Rangpur,Kurigram,2022-12-07,2022,12,December,Q4,49,Wednesday,Year-End & Winter Sale,Real Estate,Housing Developer,Large Enterprise,3764,24617467958.0,Apartment (sq ft),1,3586523.34,3586523.34,8.86,317765.97,3268757.37,24.97,816208.72,Cash,Mobile App,13,On-Time,No,,19,58,75902.94,SMS Marketing,,Medium,4.8
TXN-BD-012845,CUST-BD-04746,Rahela Mia,31,Female,High-Value,New,Khulna,Chuadanga,2022-01-02,2022,1,January,Q1,52,Sunday,Winter Season,Garments & RMG,Knit Factory,SME,38,45320557.04,Polo Shirt,5,3345.58,16727.9,23.55,3939.42,12788.48,16.6,2122.89,Cash,In-Store,0,In-Store Pickup,No,,23,302,189055.34,Referral,Seasonal Discount,High,3.2
TXN-BD-012846,CUST-BD-04405,Arif Sarkar,33,Male,VIP-Platinum,Regular,Barisal,Patuakhali,2023-07-15,2023,7,July,Q3,28,Saturday,Rainy Season,Garments & RMG,Knit Factory,SME,18,16198292.07,Jeans (Export),1,7746.37,7746.37,30.04,2327.01,5419.36,24.28,1315.82,bKash,Mobile App,5,On-Time,No,,10,241,1677491.71,SMS Marketing,Ramadan Special,High,3.8
TXN-BD-012847,CUST-BD-02005,Rupa Saha,18,Female,Low-Engagement,New,Sylhet,Habiganj,2023-08-15,2023,8,August,Q3,33,Tuesday,Eid-ul-Adha Season,IT Services,Digital Marketing,MNC,13203,57305732411.09,Graphic Design,7,313408.06,2193856.42,1.94,42560.81,2151295.61,64.79,1393824.43,Visa Card,In-Store,0,In-Store Pickup,No,,24,196,10806.22,Social Media,Referral Bonus,Out-of-Stock,3.3
TXN-BD-012848,CUST-BD-01191,Tanvir Rahman,36,Male,High-Value,Loyal,Rangpur,Kurigram,2024-01-03,2024,1,January,Q1,1,Wednesday,Winter Season,Garments & RMG,Woven Factory,Startup,13,8149147.57,Polo Shirt,19,7805.54,148305.26,13.32,19754.26,128551.0,19.23,24720.36,Cash,In-Store,0,In-Store Pickup,No,,11,67,139761.95,Word of Mouth,Flash Sale,High,3.7
TXN-BD-012849,CUST-BD-04300,Nasreen Roy,25,Female,Moderate-Spender,Regular,Barisal,Barisal,2023-03-26,2023,3,March,Q1,12,Sunday,Pohela Boishakh Period,Banking & Finance,Bank,MNC,4721,20251119169.56,Savings Account,7,501485.24,3510396.68,9.5,333487.68,3176909.0,24.52,778978.09,bKash,In-Store,0,In-Store Pickup,No,,12,22,66126.05,Referral,,Medium,4.2
TXN-BD-012850,CUST-BD-03424,Sabbir Khan,40,Male,Low-Engagement,Regular,Sylhet,Sunamganj,2022-09-13,2022,9,September,Q3,37,Tuesday,Post-Eid Regular,E-Commerce,B2C Platform,SME,31,47605861.83,Sports Equipment,4,172.47,689.88,8.35,57.6,632.28,8.34,52.73,Cash,In-Store,0,In-Store Pickup,No,,14,178,2285.91,SMS Marketing,Loyalty Reward,Out-of-Stock,2.9
TXN-BD-012851,CUST-BD-03905,Shahid Paul,54,Male,Low-Engagement,Loyal,Barisal,Pirojpur,2024-05-02,2024,5,May,Q2,18,Thursday,Regular Season,IT Services,Digital Marketing,Large Enterprise,3068,9034078193.38,Data Entry,5,127244.31,636221.55,2.59,16478.14,619743.41,51.98,322142.62,Nagad,Agent/Reseller,0,On-Time,No,,23,215,11544.46,Social Media,Ramadan Special,Low,4.5
TXN-BD-012852,CUST-BD-04798,Sabbir Hossain,18,Male,Low-Engagement,Regular,Chittagong,Chandpur,2021-05-17,2021,5,May,Q2,20,Monday,Regular Season,Banking & Finance,Bank,SME,19,44990223.51,DPS,2,175260.16,350520.32,9.73,34105.63,316414.69,42.7,135109.07,Cash,In-Store,0,In-Store Pickup,No,,4,156,1227.58,Word of Mouth,Eid Festival Sale,High,3.5
TXN-BD-012853,CUST-BD-03047,Sohel Paul,48,Male,Moderate-Spender,Loyal,Dhaka,Narsingdi,2022-10-27,2022,10,October,Q4,43,Thursday,Regular Season,Transportation,Logistics,SME,31,54222715.08,Delivery Charge,1,7030.82,7030.82,12.58,884.48,6146.34,11.36,698.22,Cash,Phone Order,11,On-Time,No,,24,298,71444.25,Email,Eid Festival Sale,Medium,3.8
TXN-BD-012854,CUST-BD-00244,Jamal Biswas,45,Male,High-Value,Loyal,Rangpur,Kurigram,2022-09-27,2022,9,September,Q3,39,Tuesday,Post-Eid Regular,Agriculture,Fertilizer Dealer,Large Enterprise,1256,1122235574.78,Fish Feed,3,10094.25,30282.75,17.24,5220.75,25062.0,15.44,3869.57,Cash,In-Store,0,In-Store Pickup,No,,22,123,281876.3,Social Media,,Medium,2.9
TXN-BD-012855,CUST-BD-04355,Shahid Islam,39,Male,Moderate-Spender,Loyal,Sylhet,Habiganj,2022-04-30,2022,4,April,Q2,17,Saturday,Eid-ul-Fitr Season,IT Services,Digital Marketing,MNC,15190,144421323312.4,Mobile App,3,564219.84,1692659.52,11.62,196687.04,1495972.48,53.69,803187.62,bKash,Facebook/Social Media,10,On-Time,No,,5,19,22546.25,SMS Marketing,Year-End Clearance,High,3.7
TXN-BD-012856,CUST-BD-02434,Sadia Sarkar,32,Female,Moderate-Spender,New,Mymensingh,Netrokona,2023-03-04,2023,3,March,Q1,9,Saturday,Pohela Boishakh Period,Transportation,Courier Service,Startup,30,41872547.13,Subscription Plan,12,8438.28,101259.36,2.8,2835.26,98424.1,14.13,13907.33,bKash,Mobile App,10,Delayed,No,,18,102,43628.02,Social Media,Loyalty Reward,High,2.7
TXN-BD-012857,CUST-BD-00965,Noman Paul,33,Male,Moderate-Spender,Loyal,Dhaka,Narayanganj,2023-07-27,2023,7,July,Q3,30,Thursday,Rainy Season,Food & Beverage,Tea Stall,MNC,5609,24166442683.04,Tea,2,1859.47,3718.94,11.49,427.31,3291.63,20.34,669.52,Nagad,In-Store,0,In-Store Pickup,No,,21,166,31816.68,TV Advertisement,,High,3.5
TXN-BD-012858,CUST-BD-02399,Muntasir Molla,37,Male,Low-Engagement,Regular,Dhaka,Dhaka,2023-06-29,2023,6,June,Q2,26,Thursday,Rainy Season,Banking & Finance,Insurance,Large Enterprise,819,3631076699.45,Savings Account,1,106841.95,106841.95,5.93,6335.73,100506.22,30.12,30272.47,Cash,In-Store,0,In-Store Pickup,No,,14,138,9570.94,Newspaper,Seasonal Discount,Low,4.5
TXN-BD-012859,CUST-BD-01371,Sadia Molla,32,Female,High-Value,Regular,Barisal,Barisal,2022-01-20,2022,1,January,Q1,3,Thursday,Winter Season,Electronics,Electronics Accessories,Startup,25,39768016.28,Refrigerator,1,20974.5,20974.5,16.79,3521.62,17452.88,6.77,1181.56,bKash,In-Store,0,In-Store Pickup,No,,5,309,206410.36,Email,Loyalty Reward,Low,3.9
TXN-BD-012860,CUST-BD-00461,Shahid Ahmed,58,Male,High-Value,Regular,Khulna,Chuadanga,2022-05-24,2022,5,May,Q2,21,Tuesday,Regular Season,Telecom,ISP,SME,31,56027786.14,Voice Bundle,11,254.23,2796.53,9.13,255.32,2541.21,25.9,658.17,Cash,In-Store,0,In-Store Pickup,No,,2,283,284893.29,Social Media,Eid Festival Sale,Medium,3.6
TXN-BD-012861,CUST-BD-02905,Anwar Molla,18,Male,High-Value,Regular,Barisal,Barisal,2024-11-19,2024,11,November,Q4,47,Tuesday,Year-End & Winter Sale,Fashion & Apparel,Accessories,Social Enterprise,48,96958790.01,Jeans,1,7879.94,7879.94,5.46,430.24,7449.7,43.77,3260.73,Cash,Online Website,3,Returned,Yes,Quality Not As Expected,18,34,76898.54,Referral,,Low,1.2
TXN-BD-012862,CUST-BD-01714,Tania Roy,45,Female,Low-Engagement,Regular,Dhaka,Dhaka,2024-01-10,2024,1,January,Q1,2,Wednesday,Winter Season,Garments & RMG,Export Garments,Startup,2,790669.24,Polo Shirt,1,2585.3,2585.3,6.63,171.41,2413.89,20.72,500.16,Cash,Facebook/Social Media,4,Returned,Yes,Damaged in Transit,7,58,6738.95,,,Low,1.1
TXN-BD-012863,CUST-BD-04337,Noman Nath,18,Male,Low-Engagement,Churned-Risk,Rangpur,Dinajpur,2023-11-30,2023,11,November,Q4,48,Thursday,Year-End & Winter Sale,Retail,Supermarket,Startup,16,8918727.11,Stationery,2,4682.35,9364.7,9.15,856.87,8507.83,12.25,1042.21,bKash,Mobile App,0,Delayed,No,,10,257,6011.0,TV Advertisement,,Medium,2.8
TXN-BD-012864,CUST-BD-03852,Siam Nath,40,Male,Moderate-Spender,Regular,Dhaka,Narayanganj,2022-03-18,2022,3,March,Q1,11,Friday,Pohela Boishakh Period,Retail,General Store,MNC,10223,33512088037.69,Baby Products,1,1699.74,1699.74,21.47,364.93,1334.81,9.62,128.41,Visa Card,Facebook/Social Media,7,On-Time,No,,15,10,52226.12,Email,Flash Sale,Medium,3.8
TXN-BD-012865,CUST-BD-00638,Mamun Molla,35,Male,Moderate-Spender,Regular,Dhaka,Narayanganj,2022-09-16,2022,9,September,Q3,37,Friday,Post-Eid Regular,IT Services,Software Company,SME,18,26344834.56,Web Development,1,220530.68,220530.68,4.34,9571.03,210959.65,59.03,124529.48,MasterCard,Mobile App,1,Cancelled,No,,7,226,41757.65,TV Advertisement,,Medium,3.2
TXN-BD-012866,CUST-BD-04713,Siam Mia,39,Male,Low-Engagement,Churned-Risk,Chittagong,Feni,2021-12-03,2021,12,December,Q4,48,Friday,Year-End & Winter Sale,Food & Beverage,Fast Food,Large Enterprise,1121,1975121696.97,Tea,1,511.06,511.06,0.69,3.53,507.53,40.55,205.8,Rocket,Online Website,14,On-Time,No,,1,239,15327.45,Referral,Eid Festival Sale,High,4.3
TXN-BD-012867,CUST-BD-04178,Rupa Molla,38,Female,High-Value,Regular,Dhaka,Dhaka,2021-10-03,2021,10,October,Q4,39,Sunday,Regular Season,Electronics,Computer Store,Startup,22,15548340.65,Refrigerator,1,81086.61,81086.61,8.62,6989.67,74096.94,10.52,7795.0,Cash,In-Store,0,In-Store Pickup,No,,2,259,158495.89,Email,Eid Festival Sale,Low,3.6
TXN-BD-012868,CUST-BD-03950,Noman Mia,19,Male,Moderate-Spender,Loyal,Mymensingh,Netrokona,2021-07-13,2021,7,July,Q3,28,Tuesday,Rainy Season,Electronics,Computer Store,SME,18,71555744.29,Washing Machine,1,159654.6,159654.6,21.53,34373.64,125280.96,8.59,10761.63,bKash,Online Website,0,On-Time,No,,17,154,25214.53,Referral,Eid Festival Sale,Medium,4.3
TXN-BD-012869,CUST-BD-02452,Mithila Dey,25,Female,Low-Engagement,Regular,Mymensingh,Sherpur,2021-03-13,2021,3,March,Q1,10,Saturday,Pohela Boishakh Period,E-Commerce,D2C Brand,SME,13,15274309.71,Fashion Items,1,22082.23,22082.23,5.63,1243.23,20839.0,14.88,3100.84,Cash,In-Store,0,In-Store Pickup,No,,13,302,15103.83,Referral,,Low,2.8
TXN-BD-012870,CUST-BD-00699,Milon Saha,46,Male,Low-Engagement,Regular,Sylhet,Habiganj,2023-12-07,2023,12,December,Q4,49,Thursday,Year-End & Winter Sale,IT Services,Digital Marketing,SME,33,57387373.59,Data Entry,4,329419.07,1317676.28,7.43,97903.35,1219772.93,57.01,695392.55,Nagad,Mobile App,14,On-Time,No,,6,132,15868.03,Email,,Medium,5.0
TXN-BD-012871,CUST-BD-02822,Mou Mondal,45,Female,Moderate-Spender,Regular,Khulna,Bagerhat,2024-03-09,2024,3,March,Q1,10,Saturday,Pohela Boishakh Period,Healthcare,Diagnostic Center,Startup,21,12578584.18,Vitamins,9,19594.37,176349.33,13.14,23172.3,153177.03,31.56,48342.67,Nexus Card,Facebook/Social Media,3,On-Time,No,,17,211,11715.1,SMS Marketing,,Medium,4.9
TXN-BD-012872,CUST-BD-00155,Mou Majumder,38,Female,High-Value,Regular,Rajshahi,Natore,2022-09-10,2022,9,September,Q3,36,Saturday,Post-Eid Regular,Real Estate,Housing Developer,SME,24,78013316.97,Apartment (sq ft),1,2716003.56,2716003.56,5.28,143404.99,2572598.57,21.58,555166.77,Cash,In-Store,0,In-Store Pickup,No,,12,293,301425.61,Social Media,,High,3.5
TXN-BD-012873,CUST-BD-00908,Toma Akter,43,Female,Moderate-Spender,Regular,Khulna,Chuadanga,2022-01-10,2022,1,January,Q1,2,Monday,Winter Season,Telecom,Device Reseller,Large Enterprise,3352,7786141507.57,Mobile Recharge,1,2754.3,2754.3,7.47,205.75,2548.55,39.89,1016.62,MasterCard,In-Store,0,In-Store Pickup,No,,1,71,33849.62,Social Media,,High,4.1
TXN-BD-012874,CUST-BD-03936,Sabbir Sheikh,39,Male,Moderate-Spender,Regular,Chittagong,Chittagong,2024-06-04,2024,6,June,Q2,23,Tuesday,Rainy Season,IT Services,Freelancing Agency,Startup,2,1751109.33,Software License,9,384223.87,3458014.83,7.01,242406.84,3215607.99,55.37,1780482.14,bKash,In-Store,0,In-Store Pickup,No,,18,350,72932.54,Social Media,,Medium,3.2
TXN-BD-012875,CUST-BD-00824,Munni Majumder,30,Female,Moderate-Spender,Reactivated,Mymensingh,Netrokona,2024-05-30,2024,5,May,Q2,22,Thursday,Regular Season,IT Services,Software Company,Startup,21,35036219.98,Social Media Management,1,373236.43,373236.43,12.95,48334.12,324902.31,48.69,158194.93,Cash,Facebook/Social Media,8,On-Time,No,,20,264,75601.4,Email,Loyalty Reward,Medium,4.5
TXN-BD-012876,CUST-BD-01048,Rahela Sikder,18,Female,High-Value,Churned-Risk,Mymensingh,Jamalpur,2021-03-07,2021,3,March,Q1,9,Sunday,Pohela Boishakh Period,IT Services,Web Development,MNC,12953,47603901146.83,Cloud Hosting,4,23985.46,95941.84,11.32,10860.62,85081.22,43.31,36848.68,Nagad,Online Website,11,On-Time,No,,6,364,133537.12,Social Media,Ramadan Special,Medium,4.8
TXN-BD-012877,CUST-BD-04704,Sumaiya Talukder,41,Female,Moderate-Spender,New,Sylhet,Habiganj,2023-06-18,2023,6,June,Q2,24,Sunday,Rainy Season,Garments & RMG,Export Garments,Startup,24,30129995.64,Jeans (Export),3,2209.73,6629.19,12.41,822.68,5806.51,24.85,1442.92,Nagad,Online Website,0,On-Time,No,,3,6,56585.85,Influencer,,High,4.5
